2HUN568,Sarah,Michael,2002-10-06,smichael9@wpi.edu,344-896-6948,Computer Science,2018,female,smichael9
2ITV795,Samuel,Harvey,1985-03-14,sharvey2@wpi.edu,514-655-1899,Humanities & Arts,2017,male,sharvey2
2JEA612,Nathaniel,Jensen,2005-10-16,njensen@wpi.edu,111-869-3831,Business,2015,male,njensen
2KHD191,Jessica,Madden,1996-05-12,jmadden6@wpi.edu,403-126-1772,Chemistry & Biochemistry,2014,female,jmadden6
2LCE482,Paul,Willis,1989-07-24,pwillis7@wpi.edu,775-962-5334,Mathematical Sciences,2015,male,pwillis7
2LQB111,Maria,Burnett,2009-08-17,mburnett7@wpi.edu,379-393-2958,Biomedical Engineering,2016,female,mburnett7
2MUW537,Robert,Lee,1986-08-14,rlee2@wpi.edu,593-939-3983,Chemistry & Biochemistry,2016,male,rlee2
2QZV351,Tim,Gray,1994-10-19,tgray@wpi.edu,959-659-6884,Computer Science,2015,male,tgray
2SEL718,Scott,Shah,1992-05-28,sshah7@wpi.edu,460-600-3131,Biomedical Engineering,2014,male,sshah7
2STO861,Destiny,Santiago,2005-01-16,dsantiago@wpi.edu,299-572-4631,Electrical & Computer Engineering,2015,female,dsantiago
2TJH268,Kathy,Robinson,2002-09-27,krobinson8@wpi.edu,865-239-1551,Humanities & Arts,2019,female,krobinson8
2TOT257,Amy,Edwards,2000-03-07,aedwards8@wpi.edu,561-096-8592,Humanities & Arts,2019,female,aedwards8
2UTM283,Ebony,Lopez,2005-06-19,elopez6@wpi.edu,550-914-4418,Chemistry & Biochemistry,2018,female,elopez6
2UYZ255,Randall,Scott,2002-09-26,rscott6@wpi.edu,680-043-8838,Mathematical Sciences,2014,male,rscott6
2VUP578,Marissa,Chung,2006-12-23,mchung5@wpi.edu,640-576-0414,Biology & Biotechnology,2014,female,mchung5
2VWL983,Richard,Morales,1990-07-10,rmorales2@wpi.edu,292-298-5790,Chemical Engineering,2018,male,rmorales2
2WCN428,Sarah,Robinson,2008-02-14,srobinson3@wpi.edu,172-899-3819,Biology & Biotechnology,2016,female,srobinson3
2WEV129,Erica,House,2006-01-24,ehouse@wpi.edu,874-697-9688,Business,2019,female,ehouse
2XCX154,Joseph,Hester,1989-08-04,jhester4@wpi.edu,697-772-9565,Physics,2014,male,jhester4
2XTS739,Marilyn,Carter,1988-03-26,mcarter9@wpi.edu,375-650-0093,Biology & Biotechnology,2016,female,mcarter9
2XUH591,Mark,Christian,2006-12-31,mchristian4@wpi.edu,266-218-7151,Humanities & Arts,2018,male,mchristian4
2ZAJ982,Jacqueline,Sharp,2001-11-03,jsharp2@wpi.edu,341-055-4014,Electrical & Computer Engineering,2018,female,jsharp2
3AHO982,Devin,Long,1999-07-21,dlong6@wpi.edu,528-930-1107,Physics,2016,male,dlong6
3ASZ174,Barbara,Hanson,1990-12-24,bhanson1@wpi.edu,641-497-2341,Civil & Environmental Engineering,2017,female,bhanson1
3AUF417,Jodi,Smith,2005-04-02,jsmith9@wpi.edu,874-789-3315,Biomedical Engineering,2016,female,jsmith9
3AXN638,Micheal,Williams,1988-05-07,mwilliams3@wpi.edu,783-234-1664,Social Science & Policy Studies,2018,male,mwilliams3
3BNI444,Lucas,Noble,1985-11-19,lnoble5@wpi.edu,391-729-6284,Mathematical Sciences,2016,male,lnoble5
3CDI352,Jeffrey,Sanchez,1996-02-22,jsanchez@wpi.edu,653-821-2243,Social Science & Policy Studies,2014,male,jsanchez
3DCX423,Dylan,Baker,1992-08-15,dbaker3@wpi.edu,282-219-6159,Interdisciplinary & Global Studies,2016,male,dbaker3
3EIT364,John,Munoz,2000-07-20,jmunoz8@wpi.edu,227-498-3558,Physics,2017,male,jmunoz8
3EJK986,Leslie,Baker,1985-04-05,lbaker6@wpi.edu,765-679-7861,Social Science & Policy Studies,2019,female,lbaker6
3EQR926,David,Chang,1985-10-15,dchang9@wpi.edu,382-552-4741,Civil & Environmental Engineering,2019,male,dchang9
3HEK542,Ryan,Buchanan,2008-10-26,rbuchanan@wpi.edu,747-775-7252,Chemistry & Biochemistry,2019,male,rbuchanan
3HXY346,Heather,Howell,1988-10-12,hhowell4@wpi.edu,345-958-9217,Fire Protection Engineering,2017,female,hhowell4
3IGL971,Travis,Guerrero,1994-09-17,tguerrero7@wpi.edu,355-039-2476,Humanities & Arts,2017,male,tguerrero7
3JYF855,Sherry,Benson,2009-09-20,sbenson6@wpi.edu,467-869-2963,Chemical Engineering,2019,female,sbenson6
3KWT577,Frank,Bennett,1984-10-27,fbennett9@wpi.edu,854-566-3306,Biology & Biotechnology,2017,male,fbennett9
3LNX352,Robert,Montgomery,1986-04-21,rmontgomery3@wpi.edu,682-119-9564,Humanities & Arts,2017,male,rmontgomery3
3LZU591,Marilyn,Decker,1990-02-24,mdecker@wpi.edu,716-117-6882,Chemical Engineering,2017,female,mdecker
3MKS985,Jeffrey,Dunn,1986-08-12,jdunn3@wpi.edu,818-656-0036,Mechanical Engineering,2015,male,jdunn3
3NCJ247,John,Moody,2008-08-13,jmoody5@wpi.edu,731-050-7202,Humanities & Arts,2018,male,jmoody5
3NDJ641,Juan,Brown,2000-07-29,jbrown6@wpi.edu,383-914-0740,Business,2014,male,jbrown6
3NWO139,Christopher,Shah,2006-12-31,cshah8@wpi.edu,861-147-0065,Social Science & Policy Studies,2017,male,cshah8
3QLZ687,Kevin,Stein,1988-01-14,kstein9@wpi.edu,991-774-8907,Mechanical Engineering,2016,male,kstein9
3QMG795,Tracy,White,1997-07-27,twhite8@wpi.edu,302-604-3117,Physics,2015,female,twhite8
3RCI287,Kristen,Brown,1987-02-07,kbrown5@wpi.edu,930-399-9058,Chemistry & Biochemistry,2019,female,kbrown5
3RIM267,George,White,2004-02-09,gwhite7@wpi.edu,454-733-5303,Chemistry & Biochemistry,2019,male,gwhite7
3RNY976,Amanda,Brown,2006-08-28,abrown7@wpi.edu,397-006-2094,Electrical & Computer Engineering,2016,female,abrown7
3ROS927,David,Harrison,1987-10-17,dharrison9@wpi.edu,957-257-9904,Mechanical Engineering,2017,male,dharrison9
3SFJ881,Deanna,Garrett,1992-06-03,dgarrett6@wpi.edu,290-310-3129,Interdisciplinary & Global Studies,2017,female,dgarrett6
3TSH723,Keith,Webb,2006-04-23,kwebb8@wpi.edu,301-094-4040,Mechanical Engineering,2019,male,kwebb8
3TTI946,Samantha,Walker,2004-11-12,swalker4@wpi.edu,162-788-4481,Humanities & Arts,2018,female,swalker4
3TYE426,Michael,Green,2000-02-27,mgreen8@wpi.edu,674-341-0995,Computer Science,2019,male,mgreen8
3TYH489,Omar,Mathews,1990-08-18,omathews9@wpi.edu,529-829-0778,Civil & Environmental Engineering,2019,male,omathews9
3UND155,Lori,Mccall,1991-12-14,lmccall1@wpi.edu,765-452-4882,Biology & Biotechnology,2017,female,lmccall1
3VKN318,Adrian,Clayton,2001-02-15,aclayton3@wpi.edu,163-130-7658,Mechanical Engineering,2014,male,aclayton3
3VNW741,Jacob,Calhoun,1987-06-03,jcalhoun@wpi.edu,780-130-5469,Business,2018,male,jcalhoun
3WBS899,Cory,Morton,2001-10-05,cmorton7@wpi.edu,499-387-5314,Civil & Environmental Engineering,2017,male,cmorton7
3WZW269,Becky,Lewis,2008-07-02,blewis4@wpi.edu,583-398-7557,Interdisciplinary & Global Studies,2017,female,blewis4
3ZLU697,Ashley,Taylor,2005-10-23,ataylor7@wpi.edu,587-624-9381,Humanities & Arts,2019,female,ataylor7
3ZQV551,Laura,Stanley,2008-05-24,lstanley3@wpi.edu,692-253-5990,Chemical Engineering,2015,female,lstanley3
3ZWS926,Christian,Clark,1991-01-30,cclark7@wpi.edu,133-339-5749,Fire Protection Engineering,2016,male,cclark7
3ZZI571,Gary,Wood,1992-05-16,gwood9@wpi.edu,132-635-7139,Mathematical Sciences,2019,male,gwood9
4APR725,Michael,White,1987-12-19,mwhite9@wpi.edu,874-847-3853,Chemical Engineering,2014,male,mwhite9
4BBS444,Todd,Stewart,1997-01-19,tstewart5@wpi.edu,275-705-4437,Biology & Biotechnology,2019,male,tstewart5
4BFP496,Aaron,Monroe,2000-09-24,amonroe4@wpi.edu,822-047-9410,Biology & Biotechnology,2018,male,amonroe4
4BJO838,Bernard,Hall,2003-10-08,bhall7@wpi.edu,331-529-0789,Chemical Engineering,2019,male,bhall7
4BNI978,Richard,Floyd,2005-08-05,rfloyd6@wpi.edu,601-140-1118,Fire Protection Engineering,2017,male,rfloyd6
4BYH768,Gloria,Garcia,1989-05-17,ggarcia9@wpi.edu,101-033-5260,Chemical Engineering,2019,female,ggarcia9
4CIW177,Ashley,Schaefer,1986-01-09,aschaefer3@wpi.edu,344-734-5587,Biomedical Engineering,2014,female,aschaefer3
4CZR788,Katherine,Owens,2008-10-22,kowens5@wpi.edu,382-641-8912,Social Science & Policy Studies,2016,female,kowens5
4DPW959,Mary,Mitchell,1990-09-26,mmitchell4@wpi.edu,844-567-9534,Mathematical Sciences,2015,female,mmitchell4
4FSO877,Daniel,Williams,2007-12-28,dwilliams7@wpi.edu,219-901-8195,Humanities & Arts,2015,male,dwilliams7
4FUC191,Larry,Mendoza,1992-07-13,lmendoza9@wpi.edu,701-309-1464,Biology & Biotechnology,2018,male,lmendoza9
4GFS644,Robert,Swanson,2000-04-02,rswanson1@wpi.edu,466-743-8275,Chemistry & Biochemistry,2014,male,rswanson1
4GME519,Sarah,Vazquez,1984-02-10,svazquez9@wpi.edu,816-234-6831,Humanities & Arts,2019,female,svazquez9
4GVS684,Kristin,Sanchez,1985-09-12,ksanchez4@wpi.edu,803-628-2007,Mathematical Sciences,2019,female,ksanchez4
4GXW532,Melanie,Wells,1993-04-11,mwells3@wpi.edu,342-192-2329,Chemistry & Biochemistry,2018,female,mwells3
4KIY824,Kristin,Bryant,2007-07-20,kbryant6@wpi.edu,414-705-0167,Electrical & Computer Engineering,2017,female,kbryant6
4KKJ156,Joseph,Colon,2003-02-09,jcolon4@wpi.edu,812-321-3286,Physics,2015,male,jcolon4
4LEN685,Jose,Davis,2006-01-04,jdavis6@wpi.edu,190-942-4882,Biology & Biotechnology,2015,male,jdavis6
4LEY149,Wendy,Banks,2000-01-01,wbanks@wpi.edu,851-161-5519,Electrical & Computer Engineering,2016,female,wbanks
4MDJ182,Andrew,Daugherty,1999-12-24,adaugherty4@wpi.edu,179-090-2298,Interdisciplinary & Global Studies,2017,male,adaugherty4
4MEO159,Julie,Bishop,1994-01-28,jbishop5@wpi.edu,272-855-4285,Social Science & Policy Studies,2016,female,jbishop5
4NOD984,Cassandra,Barber,1989-04-01,cbarber3@wpi.edu,500-173-1323,Chemistry & Biochemistry,2014,female,cbarber3
4NRW616,Christopher,James,1990-11-22,cjames2@wpi.edu,786-206-8302,Chemical Engineering,2018,male,cjames2
4NUC999,Jodi,Jordan,1986-04-14,jjordan2@wpi.edu,391-712-4057,Chemistry & Biochemistry,2014,female,jjordan2
4ODH353,Kenneth,Park,1984-12-03,kpark2@wpi.edu,859-959-8641,Interdisciplinary & Global Studies,2019,male,kpark2
4OEZ724,Allison,Jackson,2001-04-02,ajackson1@wpi.edu,616-425-2407,Interdisciplinary & Global Studies,2018,female,ajackson1
4OHY143,Anna,Alexander,2006-01-14,aalexander3@wpi.edu,207-905-0769,Chemistry & Biochemistry,2018,female,aalexander3
4PRA685,Teresa,Leach,1999-06-30,tleach1@wpi.edu,252-544-3127,Interdisciplinary & Global Studies,2017,female,tleach1
4PXV323,Mary,Anderson,1993-03-05,manderson5@wpi.edu,123-597-3720,Chemistry & Biochemistry,2015,female,manderson5
4RDE659,Trevor,Gonzales,1985-05-26,tgonzales5@wpi.edu,957-387-5729,Computer Science,2016,male,tgonzales5
4SJH654,Stephen,Reeves,1991-07-13,sreeves1@wpi.edu,647-811-6857,Biomedical Engineering,2015,male,sreeves1
4SKA745,Jennifer,Campos,2009-10-05,jcampos7@wpi.edu,408-508-2186,Chemical Engineering,2019,female,jcampos7
4VCM735,Scott,Jenkins,1984-02-15,sjenkins@wpi.edu,713-221-4338,Interdisciplinary & Global Studies,2014,male,sjenkins
4WFG593,Nathan,Joyce,1998-11-16,njoyce7@wpi.edu,261-287-8108,Civil & Environmental Engineering,2018,male,njoyce7
4XGZ783,Nicole,Williams,1990-08-26,nwilliams2@wpi.edu,238-974-9402,Chemistry & Biochemistry,2017,female,nwilliams2
4XRQ277,Teresa,Johnson,1987-07-10,tjohnson5@wpi.edu,431-311-7886,Chemistry & Biochemistry,2018,female,tjohnson5
4XSA331,Courtney,King,1988-11-12,cking1@wpi.edu,357-699-2557,Electrical & Computer Engineering,2014,female,cking1
4XTY734,Keith,Lopez,2008-06-18,klopez5@wpi.edu,476-723-7697,Physics,2019,male,klopez5
4XWZ448,Kenneth,Hunt,2005-04-18,khunt4@wpi.edu,873-377-6885,Business,2014,male,khunt4
4ZYO885,Paul,Wallace,1984-09-22,pwallace4@wpi.edu,845-357-8929,Interdisciplinary & Global Studies,2018,male,pwallace4
5BTS424,Jessica,Ford,2004-06-12,jford4@wpi.edu,232-802-0704,Fire Protection Engineering,2014,female,jford4
5COG999,Timothy,Glover,2005-01-25,tglover5@wpi.edu,992-062-8552,Computer Science,2015,male,tglover5
5COT298,Morgan,Macias,1994-09-01,mmacias1@wpi.edu,197-496-1584,Interdisciplinary & Global Studies,2016,female,mmacias1
5COZ577,Rebecca,Rodriguez,2003-06-10,rrodriguez9@wpi.edu,923-681-5065,Biology & Biotechnology,2018,female,rrodriguez9
5CRD662,Jessica,Newton,1988-08-22,jnewton3@wpi.edu,790-811-2526,Chemical Engineering,2016,female,jnewton3
5CRW323,Brandon,Adams,2002-10-07,badams9@wpi.edu,604-577-6090,Mechanical Engineering,2019,male,badams9
5EIS118,Kevin,Daniel,2008-04-23,kdaniel1@wpi.edu,761-106-1856,Chemistry & Biochemistry,2017,male,kdaniel1
5ERH112,Danielle,Ballard,1984-09-04,dballard1@wpi.edu,319-699-2611,Business,2014,female,dballard1
5FGD367,Christine,Powers,1986-04-28,cpowers3@wpi.edu,891-329-3171,Interdisciplinary & Global Studies,2015,female,cpowers3
5FGS812,Caitlin,Ferguson,1994-11-06,cferguson7@wpi.edu,258-177-1661,Physics,2018,female,cferguson7
5FTS213,Kirk,Mejia,1988-11-22,kmejia3@wpi.edu,420-239-4975,Humanities & Arts,2018,male,kmejia3
5FXA786,Matthew,Thompson,1985-06-20,mthompson6@wpi.edu,927-176-0161,Mathematical Sciences,2019,male,mthompson6
5HTZ813,Wendy,Martinez,2001-03-28,wmartinez6@wpi.edu,989-544-2101,Mechanical Engineering,2015,female,wmartinez6
5IWF587,Sara,Johnson,1987-03-13,sjohnson1@wpi.edu,601-886-4723,Biology & Biotechnology,2015,female,sjohnson1
5JAC554,Michael,Lopez,1984-08-21,mlopez4@wpi.edu,612-245-1368,Electrical & Computer Engineering,2018,male,mlopez4
5JCR585,Tonya,Ball,2002-10-01,tball7@wpi.edu,549-251-9161,Chemistry & Biochemistry,2018,female,tball7
5JEL371,Guy,Thomas,1997-01-23,gthomas7@wpi.edu,140-704-0105,Biomedical Engineering,2018,male,gthomas7
5JFC469,Laura,Wright,2009-09-27,lwright7@wpi.edu,526-246-0843,Computer Science,2018,female,lwright7
5JHA787,Christopher,Andrews,2005-09-09,candrews3@wpi.edu,982-619-2130,Business,2014,male,candrews3
5JVB858,Christopher,Mann,1989-10-01,cmann@wpi.edu,780-263-1924,Social Science & Policy Studies,2018,male,cmann
5KYO842,David,Adams,1985-09-14,dadams4@wpi.edu,129-362-6199,Civil & Environmental Engineering,2014,male,dadams4
5LBC861,Erin,Dudley,2007-07-15,edudley2@wpi.edu,940-818-6909,Chemistry & Biochemistry,2019,female,edudley2
5MNC163,Amanda,Anthony,2000-03-25,aanthony1@wpi.edu,447-179-1460,Computer Science,2014,female,aanthony1
5OTV963,Emily,Weber,2001-03-08,eweber7@wpi.edu,799-656-9160,Chemistry & Biochemistry,2015,female,eweber7
5OXM224,Joanna,Vang,1996-12-05,jvang3@wpi.edu,165-007-6675,Biology & Biotechnology,2018,female,jvang3
5PAM855,Cristian,Arroyo,1988-08-10,carroyo1@wpi.edu,906-553-9828,Civil & Environmental Engineering,2019,male,carroyo1
5PCW783,Kayla,Whitaker,1992-03-25,kwhitaker6@wpi.edu,300-086-4589,Business,2018,female,kwhitaker6
5QVQ888,Kenneth,Lopez,1997-07-05,klopez@wpi.edu,225-505-4070,Chemical Engineering,2016,male,klopez
5RKB754,Andrew,Perry,1984-06-13,aperry1@wpi.edu,134-064-1247,Social Science & Policy Studies,2018,male,aperry1
5RLW178,Tonya,Parsons,1989-03-06,tparsons8@wpi.edu,544-533-0686,Mechanical Engineering,2015,female,tparsons8
5SMI764,Gregory,Carr,1993-01-02,gcarr@wpi.edu,851-168-7767,Biology & Biotechnology,2018,male,gcarr
5TFT838,Paul,Wright,1993-04-05,pwright3@wpi.edu,115-388-7248,Electrical & Computer Engineering,2017,male,pwright3
5UJX984,Adam,Clark,2002-05-10,aclark2@wpi.edu,485-834-8407,Electrical & Computer Engineering,2015,male,aclark2
5UOU999,Benjamin,Hudson,2003-11-15,bhudson8@wpi.edu,168-744-6874,Computer Science,2019,male,bhudson8
5VRW714,Ashley,Mcguire,2001-04-14,amcguire1@wpi.edu,554-564-8931,Biology & Biotechnology,2016,female,amcguire1
5XBC648,Tracy,Lopez,2000-09-11,tlopez6@wpi.edu,990-824-0708,Mathematical Sciences,2018,female,tlopez6
5XHO872,James,Ray,1994-05-29,jray8@wpi.edu,453-389-3938,Fire Protection Engineering,2015,male,jray8
5XOQ461,Caroline,Arias,1984-04-06,carias4@wpi.edu,546-337-0566,Biology & Biotechnology,2019,female,carias4
5YXJ618,Michael,Gay,2009-01-09,mgay4@wpi.edu,533-279-2650,Business,2017,male,mgay4
5ZTC699,Susan,Davis,2000-11-18,sdavis2@wpi.edu,202-017-8370,Interdisciplinary & Global Studies,2015,female,sdavis2
6ARR258,Robin,Roy,2004-02-24,rroy4@wpi.edu,445-480-6800,Interdisciplinary & Global Studies,2018,female,rroy4
6AZA451,Jeffrey,Matthews,1996-01-04,jmatthews6@wpi.edu,278-446-1303,Mechanical Engineering,2015,male,jmatthews6
6BBR426,Jared,Davis,1987-07-08,jdavis1@wpi.edu,632-699-8153,Humanities & Arts,2018,male,jdavis1
6BEA375,Denise,Davila,1995-10-18,ddavila4@wpi.edu,534-595-9548,Mathematical Sciences,2015,female,ddavila4
6BJH647,Jeffrey,Lee,2000-07-13,jlee1@wpi.edu,750-755-0470,Humanities & Arts,2017,male,jlee1
6DGK922,Carol,Colon,1998-12-10,ccolon9@wpi.edu,855-144-3409,Humanities & Arts,2019,female,ccolon9
6DNX629,Steven,Hancock,1994-05-16,shancock7@wpi.edu,440-387-0153,Business,2016,male,shancock7
6EBE233,Victoria,King,1995-06-03,vking6@wpi.edu,973-991-5224,Chemical Engineering,2016,female,vking6
6ESP552,Kimberly,Drake,1987-01-12,kdrake7@wpi.edu,989-567-5323,Biomedical Engineering,2014,female,kdrake7
6GJE757,William,Jimenez,2009-05-12,wjimenez8@wpi.edu,559-069-6260,Fire Protection Engineering,2017,male,wjimenez8
6GSG619,Bruce,Fritz,2002-07-02,bfritz4@wpi.edu,161-709-8859,Mathematical Sciences,2015,male,bfritz4
6HNU455,Andrew,Mendez,2002-12-09,amendez5@wpi.edu,242-625-4528,Civil & Environmental Engineering,2014,male,amendez5
6HZU717,Julie,Reyes,1984-05-09,jreyes6@wpi.edu,592-849-0257,Electrical & Computer Engineering,2016,female,jreyes6
6IFI897,Dorothy,Vaughn,1994-07-02,dvaughn@wpi.edu,820-949-0328,Mathematical Sciences,2018,female,dvaughn
6IKS745,Mandy,Johnson,2000-06-30,mjohnson8@wpi.edu,603-454-4542,Mathematical Sciences,2015,female,mjohnson8
6IMX333,Allison,Hunt,2009-04-13,ahunt6@wpi.edu,980-114-6971,Business,2015,female,ahunt6
6JAJ582,Jeffrey,Anderson,1992-11-28,janderson3@wpi.edu,759-502-2679,Electrical & Computer Engineering,2014,male,janderson3
6JJV642,Richard,Preston,1995-06-19,rpreston5@wpi.edu,654-709-6193,Fire Protection Engineering,2016,male,rpreston5
6JMW191,Kelly,Perez,1986-10-03,kperez9@wpi.edu,951-834-6724,Humanities & Arts,2014,female,kperez9
6KGH746,Robert,Villarreal,1987-04-29,rvillarreal8@wpi.edu,975-798-5756,Chemical Engineering,2016,male,rvillarreal8
6KKM423,Philip,Todd,1994-11-24,ptodd1@wpi.edu,969-648-5458,Mathematical Sciences,2016,male,ptodd1
6KWH394,Isaac,Mcfarland,1994-04-28,imcfarland3@wpi.edu,356-496-6257,Business,2014,male,imcfarland3
6LOH267,Douglas,Wallace,2004-04-23,dwallace4@wpi.edu,968-133-8517,Chemical Engineering,2017,male,dwallace4
6LSA461,Bethany,Farley,2004-08-13,bfarley7@wpi.edu,941-316-0508,Mechanical Engineering,2014,female,bfarley7
6LWS736,Ryan,Fleming,2003-06-06,rfleming5@wpi.edu,343-185-5123,Humanities & Arts,2018,male,rfleming5
6MKV766,Randy,Alvarez,2006-01-02,ralvarez3@wpi.edu,978-583-1906,Social Science & Policy Studies,2015,male,ralvarez3
6MQM548,Angel,Perez,1994-03-31,aperez9@wpi.edu,497-479-7712,Business,2017,female,aperez9
6NRR331,Stephen,Cook,2001-03-18,scook6@wpi.edu,940-419-8258,Biomedical Engineering,2015,male,scook6
6OKE886,Evelyn,Frank,1998-04-14,efrank8@wpi.edu,311-140-4246,Civil & Environmental Engineering,2017,female,efrank8
6ONT796,James,Gomez,1988-03-30,jgomez8@wpi.edu,242-264-5727,Interdisciplinary & Global Studies,2019,male,jgomez8
6PPG682,Emily,Meyers,2001-10-06,emeyers6@wpi.edu,162-580-6673,Business,2019,female,emeyers6
6QZC466,Amanda,Myers,1999-01-29,amyers@wpi.edu,291-332-8444,Social Science & Policy Studies,2014,female,amyers
